#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-08-30 00:00:00+00:00 2018-01-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
LPPR,2017-08-30 07:30,-8.6833,41.2333,62.60,62.60,100.00,170.00,8.00,0.00,30.00,M,0.50,M,BKN,M,M,M,100.00,M,M,M,FG,M,M,M,M,M,M,62.60,LPPR 300730Z 17008KT 0800 R17/1200U FG BKN001 17/17 Q1016
LPPR,2017-08-30 08:00,-8.6833,41.2333,62.60,62.60,100.00,190.00,9.00,0.00,30.00,M,0.50,M,BKN,M,M,M,100.00,M,M,M,-DZ FG,M,M,M,M,M,M,62.60,LPPR 300800Z 19009KT 0800 R17/1200D -DZ FG BKN001 17/17 Q1016
LPPR,2017-08-30 08:30,-8.6833,41.2333,62.60,62.60,100.00,190.00,9.00,0.00,30.00,M,0.68,M,BKN,M,M,M,100.00,M,M,M,-DZ BR PRFG,M,M,M,M,M,M,62.60,LPPR 300830Z 19009KT 1100 R17/1200D -DZ BR PRFG BKN001 17/17 Q1016
LPPR,2017-08-30 09:00,-8.6833,41.2333,62.60,62.60,100.00,200.00,7.00,0.00,30.03,M,0.31,M,BKN,M,M,M,100.00,M,M,M,FG,M,M,M,M,M,M,62.60,LPPR 300900Z 20007KT 0500 R17/0900D FG BKN001 17/17 Q1017
LPPR,2017-08-30 09:30,-8.6833,41.2333,62.60,62.60,100.00,180.00,8.00,0.00,30.03,M,0.31,M,BKN,M,M,M,100.00,M,M,M,-DZ FG,M,M,M,M,M,M,62.60,LPPR 300930Z 18008KT 0500 R17/1000U -DZ FG BKN001 17/17 Q1017
LPPR,2017-08-30 10:00,-8.6833,41.2333,62.60,62.60,100.00,180.00,5.00,0.00,30.03,M,0.28,M,BKN,M,M,M,100.00,M,M,M,-DZ FG,M,M,M,M,M,M,62.60,LPPR 301000Z 18005KT 0450 R17/0800U -DZ FG BKN001 17/17 Q1017
LPPR,2017-08-30 10:30,-8.6833,41.2333,64.40,64.40,100.00,180.00,6.00,0.00,30.03,M,0.75,M,BKN,M,M,M,100.00,M,M,M,BR BCFG,M,M,M,M,M,M,64.40,LPPR 301030Z 18006KT 1200 R17/1500U BR BCFG BKN001 18/18 Q1017
LPPR,2017-08-30 11:00,-8.6833,41.2333,64.40,64.40,100.00,180.00,7.00,0.00,30.03,M,0.93,M,SCT,BKN,M,M,100.00,300.00,M,M,BR BCFG,M,M,M,M,M,M,64.40,LPPR 301100Z 18007KT 1500 BR BCFG SCT001 BKN003 18/18 Q1017
LPPR,2017-08-30 11:30,-8.6833,41.2333,64.40,64.40,100.00,200.00,5.00,0.00,30.03,M,0.75,M,SCT,BKN,M,M,100.00,300.00,M,M,BR BCFG,M,M,M,M,M,M,64.40,LPPR 301130Z 20005KT 170V250 1200 R17/P2000 BR BCFG SCT001 BKN003 18/18 Q1017
LPPR,2017-08-30 12:00,-8.6833,41.2333,64.40,64.40,100.00,230.00,4.00,0.00,30.03,M,0.68,M,SCT,BKN,M,M,100.00,200.00,M,M,BR BCFG,M,M,M,M,M,M,64.40,LPPR 301200Z 23004KT 200V260 1100 R17/P2000 BR BCFG SCT001 BKN002 18/18 Q1017
LPPR,2017-08-30 12:30,-8.6833,41.2333,62.60,62.60,100.00,290.00,4.00,0.00,30.03,M,1.24,M,BKN,OVC,M,M,200.00,400.00,M,M,BR VCFG,M,M,M,M,M,M,62.60,LPPR 301230Z 29004KT 250V320 2000 BR VCFG BKN002 OVC004 17/17 Q1017
LPPR,2017-08-30 13:00,-8.6833,41.2333,64.40,64.40,100.00,330.00,6.00,0.00,30.03,M,3.04,M,BKN,OVC,M,M,200.00,400.00,M,M,BR VCFG,M,M,M,M,M,M,64.40,LPPR 301300Z 33006KT 290V350 4900 BR VCFG BKN002 OVC004 18/18 Q1017
LPPR,2017-08-30 13:30,-8.6833,41.2333,66.20,64.40,93.92,340.00,7.00,0.00,30.03,M,4.97,M,SCT,BKN,M,M,500.00,800.00,M,M,VCFG,M,M,M,M,M,M,66.20,LPPR 301330Z 34007KT 8000 VCFG SCT005 BKN008 19/18 Q1017
LPPR,2017-08-30 14:00,-8.6833,41.2333,69.80,64.40,82.98,320.00,7.00,0.00,30.03,M,6.21,M,FEW,SCT,BKN,M,800.00,1800.00,2400.00,M,M,M,M,M,M,M,M,69.80,LPPR 301400Z 32007KT 9999 FEW008 SCT018 BKN024 21/18 Q1017
LPPR,2017-08-30 14:30,-8.6833,41.2333,69.80,64.40,82.98,330.00,7.00,0.00,30.03,M,6.21,M,FEW,SCT,M,M,1300.00,3200.00,M,M,M,M,M,M,M,M,M,69.80,LPPR 301430Z 33007KT 300V010 9999 FEW013 SCT032 21/18 Q1017
LPPR,2017-08-30 15:00,-8.6833,41.2333,68.00,62.60,82.86,320.00,8.00,0.00,30.03,M,6.21,M,FEW,SCT,M,M,1300.00,3500.00,M,M,M,M,M,M,M,M,M,68.00,LPPR 301500Z 32008KT 290V360 9999 FEW013 SCT035 20/17 Q1017
LPPR,2017-08-30 15:30,-8.6833,41.2333,68.00,62.60,82.86,320.00,9.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,LPPR 301530Z 32009KT 280V350 9999 FEW020 20/17 Q1017
LPPR,2017-08-30 16:00,-8.6833,41.2333,68.00,62.60,82.86,330.00,10.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,68.00,LPPR 301600Z 33010KT 290V360 9999 FEW020 20/17 Q1017
LPPR,2017-08-30 16:30,-8.6833,41.2333,68.00,62.60,82.86,330.00,10.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,68.00,LPPR 301630Z 33010KT 9999 FEW014 20/17 Q1017
LPPR,2017-08-30 17:00,-8.6833,41.2333,66.20,62.60,88.18,330.00,11.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,66.20,LPPR 301700Z 33011KT 9999 FEW012 19/17 Q1017
LPPR,2017-08-30 17:30,-8.6833,41.2333,66.20,60.80,82.74,320.00,9.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,66.20,LPPR 301730Z 32009KT 9999 FEW012 19/16 Q1017
LPPR,2017-08-30 18:00,-8.6833,41.2333,66.20,60.80,82.74,320.00,10.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,66.20,LPPR 301800Z 32010KT 9999 FEW012 19/16 Q1017
LPPR,2017-08-30 18:30,-8.6833,41.2333,64.40,60.80,88.09,330.00,11.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,64.40,LPPR 301830Z 33011KT 9999 FEW012 18/16 Q1017
LPPR,2017-08-30 19:00,-8.6833,41.2333,62.60,60.80,93.83,330.00,8.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 301900Z 33008KT 9999 FEW012 17/16 Q1017
LPPR,2017-08-30 19:30,-8.6833,41.2333,62.60,60.80,93.83,300.00,4.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 301930Z 30004KT 270V330 9999 FEW012 17/16 Q1017
LPPR,2017-08-30 20:00,-8.6833,41.2333,62.60,60.80,93.83,290.00,3.00,0.00,30.03,M,6.21,M,FEW,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 302000Z 29003KT 9999 FEW006 17/16 Q1017
LPPR,2017-08-30 20:30,-8.6833,41.2333,60.80,60.80,100.00,310.00,4.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 302030Z 31004KT 270V330 CAVOK 16/16 Q1018
LPPR,2017-08-30 21:00,-8.6833,41.2333,60.80,59.00,93.79,340.00,3.00,0.00,30.06,M,6.21,M,FEW,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 302100Z 34003KT 310V020 9999 FEW004 16/15 Q1018
LPPR,2017-08-30 21:30,-8.6833,41.2333,60.80,60.80,100.00,0.00,0.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 302130Z 00000KT CAVOK 16/16 Q1018
LPPR,2017-08-30 22:00,-8.6833,41.2333,59.00,59.00,100.00,0.00,0.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,59.00,LPPR 302200Z 00000KT 9000 4000N BCFG NSC 15/15 Q1018
LPPR,2017-08-30 22:30,-8.6833,41.2333,59.00,59.00,100.00,150.00,4.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 302230Z 15004KT CAVOK 15/15 Q1018
LPPR,2017-08-30 23:00,-8.6833,41.2333,59.00,59.00,100.00,M,1.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 302300Z VRB01KT CAVOK 15/15 Q1018
LPPR,2017-08-30 23:30,-8.6833,41.2333,59.00,59.00,100.00,0.00,0.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 302330Z 00000KT CAVOK 15/15 Q1018
LPPR,2017-08-31 00:00,-8.6833,41.2333,57.20,57.20,100.00,360.00,2.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LPPR 310000Z 36002KT 7000 NSC 14/14 Q1018
LPPR,2017-08-31 00:30,-8.6833,41.2333,57.20,57.20,100.00,0.00,0.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,57.20,LPPR 310030Z 00000KT 7000 1500NW BCFG NSC 14/14 Q1018
LPPR,2017-08-31 01:00,-8.6833,41.2333,55.40,55.40,100.00,20.00,2.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,55.40,LPPR 310100Z 02002KT 8000 3000N BCFG NSC 13/13 Q1018
LPPR,2017-08-31 01:30,-8.6833,41.2333,57.20,57.20,100.00,20.00,2.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,57.20,LPPR 310130Z 02002KT 8000 3000N BCFG NSC 14/14 Q1018
LPPR,2017-08-31 02:00,-8.6833,41.2333,57.20,57.20,100.00,0.00,0.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,57.20,LPPR 310200Z 00000KT 8000 3000N BCFG NSC 14/14 Q1018
LPPR,2017-08-31 02:30,-8.6833,41.2333,55.40,55.40,100.00,0.00,0.00,0.00,30.03,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,55.40,LPPR 310230Z 00000KT 7000 3000N BCFG NSC 13/13 Q1017
LPPR,2017-08-31 03:00,-8.6833,41.2333,55.40,55.40,100.00,0.00,0.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,55.40,LPPR 310300Z 00000KT 7000 2500N BCFG NSC 13/13 Q1018
LPPR,2017-08-31 03:30,-8.6833,41.2333,53.60,53.60,100.00,360.00,3.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,53.60,LPPR 310330Z 36003KT 7000 2500N R35/0500 BCFG NSC 12/12 Q1018
LPPR,2017-08-31 04:00,-8.6833,41.2333,53.60,53.60,100.00,350.00,3.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,53.60,LPPR 310400Z 35003KT 7000 2500N BCFG NSC 12/12 Q1018
LPPR,2017-08-31 04:30,-8.6833,41.2333,53.60,53.60,100.00,350.00,4.00,0.00,30.06,M,4.35,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,53.60,LPPR 310430Z 35004KT 7000 2500N BCFG NSC 12/12 Q1018
LPPR,2017-08-31 05:00,-8.6833,41.2333,53.60,53.60,100.00,360.00,3.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,53.60,LPPR 310500Z 36003KT 8000 3000N BCFG NSC 12/12 Q1018
LPPR,2017-08-31 05:30,-8.6833,41.2333,53.60,53.60,100.00,M,1.00,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,53.60,LPPR 310530Z VRB01KT 8000 3000N BCFG NSC 12/12 Q1018
LPPR,2017-08-31 06:00,-8.6833,41.2333,57.20,57.20,100.00,20.00,3.00,0.00,30.06,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LPPR 310600Z 02003KT 350V070 9000 NSC 14/14 Q1018
LPPR,2017-08-31 06:30,-8.6833,41.2333,53.60,53.60,100.00,10.00,3.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LPPR 310630Z 01003KT 320V110 CAVOK 12/12 Q1018
LPPR,2017-08-31 07:00,-8.6833,41.2333,55.40,55.40,100.00,360.00,3.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LPPR 310700Z 36003KT CAVOK 13/13 Q1019
LPPR,2017-08-31 07:30,-8.6833,41.2333,59.00,57.20,93.74,M,2.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 310730Z VRB02KT CAVOK 15/14 Q1019
LPPR,2017-08-31 08:00,-8.6833,41.2333,60.80,59.00,93.79,20.00,3.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 310800Z 02003KT 340V060 CAVOK 16/15 Q1019
LPPR,2017-08-31 08:30,-8.6833,41.2333,64.40,59.00,82.62,360.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LPPR 310830Z 36005KT 340V040 CAVOK 18/15 Q1019
LPPR,2017-08-31 09:00,-8.6833,41.2333,66.20,59.00,77.60,20.00,4.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPPR 310900Z 02004KT 310V070 CAVOK 19/15 Q1019
LPPR,2017-08-31 09:30,-8.6833,41.2333,68.00,59.00,72.92,360.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LPPR 310930Z 36005KT 310V060 CAVOK 20/15 Q1019
LPPR,2017-08-31 10:00,-8.6833,41.2333,69.80,59.00,68.55,360.00,6.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LPPR 311000Z 36006KT 300V040 CAVOK 21/15 Q1019
LPPR,2017-08-31 10:30,-8.6833,41.2333,73.40,59.00,60.67,360.00,6.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311030Z 36006KT 310V080 CAVOK 23/15 Q1019
LPPR,2017-08-31 11:00,-8.6833,41.2333,75.20,60.80,60.90,360.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311100Z 36007KT 320V020 CAVOK 24/16 Q1019
LPPR,2017-08-31 11:30,-8.6833,41.2333,73.40,59.00,60.67,300.00,7.00,0.00,30.09,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311130Z 30007KT 9999 FEW015 23/15 Q1019
LPPR,2017-08-31 12:00,-8.6833,41.2333,73.40,59.00,60.67,310.00,8.00,0.00,30.09,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311200Z 31008KT 280V350 9999 FEW015 23/15 Q1019
LPPR,2017-08-31 12:30,-8.6833,41.2333,73.40,59.00,60.67,320.00,10.00,0.00,30.09,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311230Z 32010KT 9999 FEW015 23/15 Q1019
LPPR,2017-08-31 13:00,-8.6833,41.2333,73.40,59.00,60.67,330.00,13.00,0.00,30.09,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311300Z 33013KT 9999 FEW015 23/15 Q1019
LPPR,2017-08-31 13:30,-8.6833,41.2333,73.40,59.00,60.67,330.00,15.00,0.00,30.09,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311330Z 33015KT 9999 FEW015 23/15 Q1019
LPPR,2017-08-31 14:00,-8.6833,41.2333,75.20,59.00,57.12,330.00,13.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311400Z 33013KT 9999 FEW015 24/15 Q1018
LPPR,2017-08-31 14:30,-8.6833,41.2333,75.20,59.00,57.12,330.00,12.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311430Z 33012KT 9999 FEW015 24/15 Q1018
LPPR,2017-08-31 15:00,-8.6833,41.2333,75.20,57.20,53.55,330.00,11.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311500Z 33011KT 280V360 9999 FEW015 24/14 Q1018
LPPR,2017-08-31 15:30,-8.6833,41.2333,75.20,57.20,53.55,330.00,11.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311530Z 33011KT 300V360 9999 FEW015 24/14 Q1018
LPPR,2017-08-31 16:00,-8.6833,41.2333,75.20,57.20,53.55,340.00,13.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPPR 311600Z 34013KT 9999 FEW015 24/14 Q1018
LPPR,2017-08-31 16:30,-8.6833,41.2333,73.40,55.40,53.29,350.00,17.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311630Z 35017KT 9999 FEW015 23/13 Q1018
LPPR,2017-08-31 17:00,-8.6833,41.2333,73.40,55.40,53.29,340.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,73.40,LPPR 311700Z 34015KT 9999 FEW015 23/13 Q1018
LPPR,2017-08-31 17:30,-8.6833,41.2333,71.60,55.40,56.63,340.00,16.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,71.60,LPPR 311730Z 34016KT 9999 FEW015 22/13 Q1018
LPPR,2017-08-31 18:00,-8.6833,41.2333,69.80,57.20,64.26,340.00,13.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LPPR 311800Z 34013KT CAVOK 21/14 Q1018
LPPR,2017-08-31 18:30,-8.6833,41.2333,68.00,57.20,68.35,340.00,13.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LPPR 311830Z 34013KT CAVOK 20/14 Q1018
LPPR,2017-08-31 19:00,-8.6833,41.2333,66.20,57.20,72.74,340.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPPR 311900Z 34010KT CAVOK 19/14 Q1018
LPPR,2017-08-31 19:30,-8.6833,41.2333,64.40,57.20,77.45,350.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LPPR 311930Z 35010KT CAVOK 18/14 Q1018
LPPR,2017-08-31 20:00,-8.6833,41.2333,62.60,57.20,82.50,340.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 312000Z 34008KT CAVOK 17/14 Q1018
LPPR,2017-08-31 20:30,-8.6833,41.2333,62.60,57.20,82.50,340.00,7.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 312030Z 34007KT CAVOK 17/14 Q1018
LPPR,2017-08-31 21:00,-8.6833,41.2333,60.80,57.20,87.92,360.00,4.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 312100Z 36004KT CAVOK 16/14 Q1018
LPPR,2017-08-31 21:30,-8.6833,41.2333,60.80,57.20,87.92,340.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 312130Z 34005KT CAVOK 16/14 Q1019
LPPR,2017-08-31 22:00,-8.6833,41.2333,59.00,55.40,87.83,350.00,5.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 312200Z 35005KT CAVOK 15/13 Q1019
LPPR,2017-08-31 22:30,-8.6833,41.2333,59.00,55.40,87.83,350.00,6.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 312230Z 35006KT CAVOK 15/13 Q1019
LPPR,2017-08-31 23:00,-8.6833,41.2333,60.80,55.40,82.37,350.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LPPR 312300Z 35007KT CAVOK 16/13 Q1019
LPPR,2017-08-31 23:30,-8.6833,41.2333,59.00,53.60,82.25,350.00,7.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LPPR 312330Z 35007KT CAVOK 15/12 Q1019
LPPR,2017-09-01 00:00,-8.6833,41.2333,62.60,53.60,72.38,360.00,6.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LPPR 010000Z 36006KT CAVOK 17/12 Q1019
