#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-08-30 00:00:00+00:00 2018-01-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
LPCS,2017-08-30 11:00,-9.3552,38.7250,75.20,60.80,60.90,350.00,12.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 301100Z 35012KT 9999 FEW025 24/16 Q1017
LPCS,2017-08-30 11:30,-9.3552,38.7250,77.00,62.60,61.13,340.00,13.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301130Z 34013KT 9999 FEW025 25/17 Q1017
LPCS,2017-08-30 12:00,-9.3552,38.7250,77.00,60.80,57.36,340.00,14.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301200Z 34014KT 9999 FEW025 25/16 Q1017
LPCS,2017-08-30 12:30,-9.3552,38.7250,77.00,60.80,57.36,330.00,12.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301230Z 33012KT 9999 FEW025 25/16 Q1017
LPCS,2017-08-30 13:00,-9.3552,38.7250,77.00,60.80,57.36,340.00,14.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301300Z 34014KT 9999 FEW025 25/16 Q1017
LPCS,2017-08-30 13:30,-9.3552,38.7250,77.00,60.80,57.36,350.00,15.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301330Z 35015KT 9999 FEW014 25/16 Q1017
LPCS,2017-08-30 14:00,-9.3552,38.7250,77.00,62.60,61.13,350.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301400Z 35016KT 9999 FEW014 25/17 Q1017
LPCS,2017-08-30 14:30,-9.3552,38.7250,75.20,60.80,60.90,340.00,18.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 301430Z 34018KT 9999 FEW014 24/16 Q1017
LPCS,2017-08-30 15:00,-9.3552,38.7250,77.00,62.60,61.13,350.00,19.00,0.00,30.00,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 301500Z 35019KT 9999 FEW016 25/17 Q1016
LPCS,2017-08-30 15:30,-9.3552,38.7250,75.20,60.80,60.90,340.00,18.00,0.00,30.00,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 301530Z 34018KT 9999 FEW016 24/16 Q1016
LPCS,2017-08-30 16:00,-9.3552,38.7250,75.20,60.80,60.90,330.00,18.00,0.00,30.00,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 301600Z 33018KT 9999 FEW016 24/16 Q1016
LPCS,2017-08-30 16:30,-9.3552,38.7250,73.40,60.80,64.69,340.00,18.00,0.00,30.00,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 301630Z 34018KT 9999 FEW016 23/16 Q1016
LPCS,2017-08-30 17:00,-9.3552,38.7250,71.60,60.80,68.75,340.00,17.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,71.60,LPCS 301700Z 34017KT 9999 FEW014 22/16 Q1017
LPCS,2017-08-30 17:30,-9.3552,38.7250,71.60,62.60,73.27,350.00,18.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,71.60,LPCS 301730Z 35018KT 9999 FEW014 22/17 Q1017
LPCS,2017-08-30 18:00,-9.3552,38.7250,69.80,60.80,73.09,340.00,13.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 301800Z 34013KT 9999 FEW014 21/16 Q1017
LPCS,2017-08-30 18:30,-9.3552,38.7250,69.80,60.80,73.09,340.00,12.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 301830Z 34012KT 310V020 9999 FEW014 21/16 Q1017
LPCS,2017-08-30 19:00,-9.3552,38.7250,68.00,60.80,77.75,350.00,13.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 301900Z 35013KT 9999 FEW014 20/16 Q1017
LPCS,2017-08-30 19:30,-9.3552,38.7250,68.00,60.80,77.75,350.00,11.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 301930Z 35011KT 320V020 9999 FEW014 20/16 Q1017
LPCS,2017-08-30 20:00,-9.3552,38.7250,66.20,60.80,82.74,350.00,11.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 302000Z 35011KT 9999 FEW014 19/16 Q1017
LPCS,2017-08-30 20:30,-9.3552,38.7250,66.20,60.80,82.74,350.00,13.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 302030Z 35013KT 9999 FEW014 19/16 Q1017
LPCS,2017-08-30 21:00,-9.3552,38.7250,66.20,60.80,82.74,340.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 302100Z 34015KT 9999 FEW014 19/16 Q1018
LPCS,2017-08-31 06:00,-9.3552,38.7250,64.40,60.80,88.09,360.00,18.00,0.00,30.03,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 310600Z 36018KT 9999 BKN010 18/16 Q1017
LPCS,2017-08-31 06:30,-9.3552,38.7250,64.40,59.00,82.62,350.00,16.00,0.00,30.03,M,6.21,M,SCT,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 310630Z 35016KT 9999 SCT011 18/15 Q1017
LPCS,2017-08-31 07:00,-9.3552,38.7250,64.40,60.80,88.09,360.00,15.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 310700Z 36015KT 9999 FEW011 18/16 Q1017
LPCS,2017-08-31 07:30,-9.3552,38.7250,66.20,60.80,82.74,350.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 310730Z 35015KT 9999 FEW011 19/16 Q1018
LPCS,2017-08-31 08:00,-9.3552,38.7250,66.20,60.80,82.74,350.00,14.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 310800Z 35014KT 9999 FEW011 19/16 Q1018
LPCS,2017-08-31 08:30,-9.3552,38.7250,68.00,60.80,77.75,360.00,14.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 310830Z 36014KT 9999 FEW011 20/16 Q1018
LPCS,2017-08-31 09:00,-9.3552,38.7250,69.80,60.80,73.09,360.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 310900Z 36015KT 9999 FEW014 21/16 Q1018
LPCS,2017-08-31 09:30,-9.3552,38.7250,71.60,60.80,68.75,350.00,14.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,71.60,LPCS 310930Z 35014KT 330V030 9999 FEW014 22/16 Q1018
LPCS,2017-08-31 10:00,-9.3552,38.7250,73.40,60.80,64.69,360.00,13.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 311000Z 36013KT 9999 FEW014 23/16 Q1018
LPCS,2017-08-31 10:30,-9.3552,38.7250,75.20,60.80,60.90,10.00,14.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 311030Z 01014KT 9999 FEW014 24/16 Q1018
LPCS,2017-08-31 11:00,-9.3552,38.7250,75.20,60.80,60.90,340.00,13.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 311100Z 34013KT 9999 FEW016 24/16 Q1018
LPCS,2017-08-31 11:30,-9.3552,38.7250,75.20,62.60,64.91,350.00,14.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 311130Z 35014KT 9999 FEW016 24/17 Q1018
LPCS,2017-08-31 12:00,-9.3552,38.7250,77.00,60.80,57.36,350.00,12.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 311200Z 35012KT 310V020 9999 FEW016 25/16 Q1018
LPCS,2017-08-31 12:30,-9.3552,38.7250,77.00,60.80,57.36,350.00,15.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 311230Z 35015KT 9999 FEW018 25/16 Q1018
LPCS,2017-08-31 13:00,-9.3552,38.7250,78.80,60.80,54.05,340.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 311300Z 34016KT 9999 FEW018 26/16 Q1017
LPCS,2017-08-31 13:30,-9.3552,38.7250,78.80,60.80,54.05,350.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 311330Z 35016KT 9999 FEW018 26/16 Q1017
LPCS,2017-08-31 14:00,-9.3552,38.7250,78.80,60.80,54.05,350.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 311400Z 35016KT 320V020 9999 FEW018 26/16 Q1017
LPCS,2017-08-31 14:30,-9.3552,38.7250,77.00,59.00,53.80,330.00,16.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 311430Z 33016KT 9999 FEW018 25/15 Q1017
LPCS,2017-08-31 15:00,-9.3552,38.7250,75.20,57.20,53.55,350.00,20.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 311500Z 35020KT 9999 FEW018 24/14 Q1017
LPCS,2017-08-31 15:30,-9.3552,38.7250,75.20,57.20,53.55,350.00,21.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 311530Z 35021KT 9999 FEW018 24/14 Q1017
LPCS,2017-08-31 16:00,-9.3552,38.7250,73.40,57.20,56.88,350.00,24.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 311600Z 35024KT 9999 FEW018 23/14 Q1017
LPCS,2017-08-31 16:30,-9.3552,38.7250,73.40,57.20,56.88,350.00,22.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 311630Z 35022KT 9999 FEW018 23/14 Q1017
LPCS,2017-08-31 17:00,-9.3552,38.7250,73.40,55.40,53.29,350.00,21.00,0.00,30.00,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 311700Z 35021KT 9999 FEW018 23/13 Q1016
LPCS,2017-08-31 17:30,-9.3552,38.7250,71.60,55.40,56.63,350.00,21.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,71.60,LPCS 311730Z 35021KT 9999 FEW016 22/13 Q1017
LPCS,2017-08-31 18:00,-9.3552,38.7250,69.80,57.20,64.26,350.00,24.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 311800Z 35024KT 9999 FEW014 21/14 Q1017
LPCS,2017-08-31 18:30,-9.3552,38.7250,68.00,57.20,68.35,350.00,23.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 311830Z 35023KT 9999 FEW014 20/14 Q1017
LPCS,2017-08-31 19:00,-9.3552,38.7250,66.20,57.20,72.74,360.00,21.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 311900Z 36021KT 9999 FEW014 19/14 Q1017
LPCS,2017-08-31 19:30,-9.3552,38.7250,66.20,57.20,72.74,350.00,24.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 311930Z 35024KT 9999 FEW014 19/14 Q1017
LPCS,2017-08-31 20:00,-9.3552,38.7250,64.40,57.20,77.45,360.00,23.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 312000Z 36023KT 9999 FEW014 18/14 Q1017
LPCS,2017-08-31 20:30,-9.3552,38.7250,64.40,57.20,77.45,360.00,23.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 312030Z 36023KT 9999 FEW014 18/14 Q1017
LPCS,2017-08-31 21:00,-9.3552,38.7250,64.40,57.20,77.45,360.00,23.00,0.00,30.06,M,6.21,M,FEW,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 312100Z 36023KT 9999 FEW014 18/14 Q1018
LPCS,2017-09-01 06:00,-9.3552,38.7250,62.60,57.20,82.50,360.00,19.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,62.60,LPCS 010600Z 36019KT 9999 FEW017 17/14 Q1017
LPCS,2017-09-01 06:30,-9.3552,38.7250,62.60,55.40,77.29,360.00,20.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,62.60,LPCS 010630Z 36020KT 9999 FEW017 17/13 Q1017
LPCS,2017-09-01 07:00,-9.3552,38.7250,62.60,55.40,77.29,360.00,20.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,62.60,LPCS 010700Z 36020KT 9999 FEW018 17/13 Q1017
LPCS,2017-09-01 07:30,-9.3552,38.7250,62.60,55.40,77.29,360.00,21.00,0.00,30.03,M,6.21,M,FEW,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,62.60,LPCS 010730Z 36021KT 9999 FEW018 17/13 Q1017
LPCS,2017-09-01 08:00,-9.3552,38.7250,64.40,55.40,72.56,10.00,20.00,0.00,30.03,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 010800Z 01020KT 9999 FEW020 18/13 Q1017
LPCS,2017-09-01 08:30,-9.3552,38.7250,66.20,57.20,72.74,10.00,21.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 010830Z 01021KT 9999 FEW022 19/14 Q1018
LPCS,2017-09-01 09:00,-9.3552,38.7250,68.00,55.40,64.04,10.00,20.00,0.00,30.06,M,6.21,M,FEW,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 010900Z 01020KT 9999 FEW022 20/13 Q1018
LPCS,2017-09-01 09:30,-9.3552,38.7250,71.60,57.20,60.44,10.00,19.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LPCS 010930Z 01019KT CAVOK 22/14 Q1018
LPCS,2017-09-01 10:00,-9.3552,38.7250,73.40,57.20,56.88,10.00,17.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 011000Z 01017KT CAVOK 23/14 Q1018
LPCS,2017-09-01 10:30,-9.3552,38.7250,75.20,57.20,53.55,350.00,13.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 011030Z 35013KT CAVOK 24/14 Q1018
LPCS,2017-09-01 11:00,-9.3552,38.7250,75.20,57.20,53.55,350.00,14.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 011100Z 35014KT CAVOK 24/14 Q1018
LPCS,2017-09-01 11:30,-9.3552,38.7250,77.00,57.20,50.43,350.00,13.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 011130Z 35013KT CAVOK 25/14 Q1018
LPCS,2017-09-01 12:00,-9.3552,38.7250,80.60,57.20,44.80,340.00,16.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.81,LPCS 011200Z 34016KT CAVOK 27/14 Q1018
LPCS,2017-09-01 12:30,-9.3552,38.7250,80.60,57.20,44.80,350.00,15.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.81,LPCS 011230Z 35015KT CAVOK 27/14 Q1018
LPCS,2017-09-01 13:00,-9.3552,38.7250,82.40,57.20,42.25,350.00,19.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.08,LPCS 011300Z 35019KT CAVOK 28/14 Q1018
LPCS,2017-09-01 13:30,-9.3552,38.7250,82.40,57.20,42.25,350.00,19.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.08,LPCS 011330Z 35019KT CAVOK 28/14 Q1017
LPCS,2017-09-01 14:00,-9.3552,38.7250,78.80,57.20,47.52,340.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 011400Z 34020KT CAVOK 26/14 Q1017
LPCS,2017-09-01 14:30,-9.3552,38.7250,78.80,55.40,44.52,350.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 011430Z 35020KT CAVOK 26/13 Q1017
LPCS,2017-09-01 15:00,-9.3552,38.7250,78.80,55.40,44.52,350.00,22.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 011500Z 35022KT CAVOK 26/13 Q1017
LPCS,2017-09-01 15:30,-9.3552,38.7250,78.80,55.40,44.52,350.00,22.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 011530Z 35022KT CAVOK 26/13 Q1017
LPCS,2017-09-01 16:00,-9.3552,38.7250,78.80,57.20,47.52,350.00,20.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 011600Z 35020KT CAVOK 26/14 Q1017
LPCS,2017-09-01 16:30,-9.3552,38.7250,77.00,55.40,47.25,350.00,21.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LPCS 011630Z 35021KT CAVOK 25/13 Q1017
LPCS,2017-09-01 17:00,-9.3552,38.7250,75.20,55.40,50.17,350.00,18.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LPCS 011700Z 35018KT CAVOK 24/13 Q1017
LPCS,2017-09-01 17:30,-9.3552,38.7250,73.40,55.40,53.29,360.00,21.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LPCS 011730Z 36021KT CAVOK 23/13 Q1017
LPCS,2017-09-01 18:00,-9.3552,38.7250,69.80,55.40,60.21,360.00,23.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 011800Z 36023KT CAVOK 21/13 Q1017
LPCS,2017-09-01 18:30,-9.3552,38.7250,69.80,53.60,56.38,360.00,23.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 011830Z 36023KT CAVOK 21/12 Q1017
LPCS,2017-09-01 19:00,-9.3552,38.7250,68.00,53.60,59.97,360.00,23.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LPCS 011900Z 36023KT CAVOK 20/12 Q1017
LPCS,2017-09-01 19:30,-9.3552,38.7250,66.20,55.40,68.15,360.00,22.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 011930Z 36022KT CAVOK 19/13 Q1018
LPCS,2017-09-01 20:00,-9.3552,38.7250,66.20,53.60,63.82,360.00,22.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 012000Z 36022KT CAVOK 19/12 Q1018
LPCS,2017-09-01 20:30,-9.3552,38.7250,66.20,53.60,63.82,360.00,23.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 012030Z 36023KT CAVOK 19/12 Q1018
LPCS,2017-09-01 21:00,-9.3552,38.7250,66.20,53.60,63.82,360.00,24.00,0.00,30.06,M,6.21,34.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 012100Z 36024G34KT CAVOK 19/12 Q1018
LPCS,2017-09-02 06:00,-9.3552,38.7250,64.40,51.80,63.60,30.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 020600Z 03010KT CAVOK 18/11 Q1018
LPCS,2017-09-02 06:30,-9.3552,38.7250,64.40,50.00,59.50,20.00,10.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LPCS 020630Z 02010KT CAVOK 18/10 Q1018
LPCS,2017-09-02 07:00,-9.3552,38.7250,66.20,50.00,55.88,20.00,8.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LPCS 020700Z 02008KT CAVOK 19/10 Q1019
LPCS,2017-09-02 07:30,-9.3552,38.7250,69.80,50.00,49.37,20.00,8.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LPCS 020730Z 02008KT CAVOK 21/10 Q1019
LPCS,2017-09-02 08:00,-9.3552,38.7250,75.20,46.40,35.94,40.00,10.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.11,LPCS 020800Z 04010KT CAVOK 24/08 Q1019
LPCS,2017-09-02 08:30,-9.3552,38.7250,77.00,46.40,33.85,50.00,8.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.99,LPCS 020830Z 05008KT 020V080 CAVOK 25/08 Q1019
LPCS,2017-09-02 09:00,-9.3552,38.7250,78.80,46.40,31.90,50.00,8.00,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 020900Z 05008KT 020V090 CAVOK 26/08 Q1019
LPCS,2017-09-02 09:30,-9.3552,38.7250,78.80,46.40,31.90,40.00,9.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LPCS 020930Z 04009KT 360V060 CAVOK 26/08 Q1020
